filename Ptrue Pbrani Pjames RRtype
ps1_-3885885198792860772cleaned.txt 0.338630 0.338648 0.338634 c
ps1_-3886008344094769323cleaned.txt 0.591316 0.591332 0.591295 ab
ps1_-3914349355812565350cleaned.txt 0.630371 0.630400 0.487096 ab
ps1_-3914437316742795175cleaned.txt 0.637431 0.637442 1.972355 ab
ps1_-3914472501114884012cleaned.txt 0.284337 0.284570 0.284333 c
ps1_-3939875617763170365cleaned.txt 0.547844 0.547845 0.753123 ab
ps1_-3950430929389638848cleaned.txt 0.557696 0.557696 1.076804 ab
ps1_-3958101122505234089cleaned.txt 0.621680 0.621683 0.383747 ab
ps1_-3958136306877047571cleaned.txt 0.597985 0.597985 0.597986 ab
ps1_-3968304590410913859cleaned.txt 0.676668 0.676668 0.680499 ab
ps1_-3975939599154236948cleaned.txt 0.499554 0.498765 0.496696 ab
ps1_-3976185889758776118cleaned.txt 0.674988 0.674907 0.674859 ab
ps1_-3986195843618073438cleaned.txt 0.722990 0.722969 17.880833 ab
ps1_-3986318988920391066cleaned.txt 0.639305 0.639243 0.530339 ab
ps1_-3986424542036646765cleaned.txt 0.594116 0.594107 0.937738 ab
ps1_-4012073949289479604cleaned.txt 0.810904 0.519429 0.771793 ab
ps1_-4012161910219594169cleaned.txt 0.552553 0.552548 2.168492 ab
ps1_-4012179502405486505cleaned.txt 0.348913 0.348903 0.348914 c
ps1_-4022382970311439647cleaned.txt 0.513425 0.513426 0.750392 ab
ps1_-4030017979054777494cleaned.txt 0.475384 0.475410 1.210219 ab
ps1_-4030123532170698206cleaned.txt 0.576161 0.576178 0.802803 ab
ps1_-4030141124357099929cleaned.txt 0.519668 0.519659 0.919130 ab
ps1_-4030246677473006951cleaned.txt 0.471223 0.471223 0.893523 ab
ps1_-4030264269659146952cleaned.txt 0.622183 0.622283 0.596936 ab
ps1_-4040203854774517081cleaned.txt 0.604476 0.604349 0.816662 ab
ps1_-4048120338494388992cleaned.txt 0.523825 0.523839 0.214531 ab
ps1_-4058358990772368624cleaned.txt 0.595182 0.595158 8.034067 ab
ps1_-4066099552631540982cleaned.txt 0.622161 0.622164 0.622125 ab
ps1_-4066187513562114721cleaned.txt 0.348105 0.314036 2.386969 c
ps1_-4066240290119990197cleaned.txt 0.580768 0.580782 1.632314 ab
ps1_-4076267836165422425cleaned.txt 0.339684 0.339687 17.192735 c
ps1_-4120371446578753954cleaned.txt 0.397691 0.364800 5.209943 c
ps1_-4120441815322865594cleaned.txt 0.265783 0.265639 1.555465 c
ps1_-4138227515413951048cleaned.txt 0.594217 0.594212 0.540270 ab
ps1_-4138262699785910553cleaned.txt 0.537072 0.537075 0.316931 ab
ps1_-4138438621646541694cleaned.txt 0.286313 0.267336 0.437470 c
ps1_-4138438621646542092cleaned.txt 0.712153 0.712155 2.796913 ab
ps1_-4156241913923431963cleaned.txt 0.519062 0.518995 0.890990 ab
ps1_-4156277098295477652cleaned.txt 0.549936 0.549924 93.741947 ab
ps1_-4174449826479452058cleaned.txt 0.501086 0.499714 1.015887 ab
ps1_-4192358671872592904cleaned.txt 0.574309 0.574318 1.429004 ab
ps1_-4192587370291098574cleaned.txt 0.561557 0.561547 0.254021 ab
ps1_-4202333441359767137cleaned.txt 0.493113 0.493116 0.732200 ab
ps1_-4202386217917894093cleaned.txt 0.630076 0.630067 0.591299 ab
ps1_-4228563390752068571cleaned.txt 0.594659 0.594667 0.271389 ab
ps1_-4246437051773013313cleaned.txt 0.305878 0.305877 0.273878 c
ps1_-4256218307213839684cleaned.txt 0.502489 0.502499 0.600386 ab
ps1_-4264697740886938136cleaned.txt 0.742970 0.542113 0.317428 ab
ps1_-4274373443211642779cleaned.txt 0.485873 0.485874 2.849237 ab
ps1_-4282483440978163056cleaned.txt 0.394223 0.394224 0.370629 c
ps1_-4282588994094445648cleaned.txt 0.275354 0.354895 0.398630 c
ps1_-4282606586280489690cleaned.txt 0.622378 0.622381 0.442269 ab
ps1_-4282624178466545758cleaned.txt 0.614298 0.614289 0.528590 ab
ps1_-4282729731582459762cleaned.txt 0.587747 0.587738 0.532808 ab
ps1_-4300533023859730599cleaned.txt 0.545437 0.545434 0.505237 ab
ps1_-4300568208231827122cleaned.txt 0.639548 0.639509 0.896755 ab
ps1_-4300726537905989521cleaned.txt 0.522215 0.521469 0.895261 ab
ps1_-4318617791113297320cleaned.txt 0.475828 0.475790 10.250898 ab
ps1_-4336632189622892788cleaned.txt 0.580196 0.580205 1.839321 ab
ps1_-4346307891947246430cleaned.txt 0.533639 0.533643 0.705645 ab
ps1_-4354628995946324207cleaned.txt 0.324506 0.324500 0.464604 c
ps1_-4354699364690458197cleaned.txt 0.646987 0.647009 0.339171 ab
ps1_-4364287106084640869cleaned.txt 0.308395 0.446446 0.588027 c
ps1_-4372801724129933417cleaned.txt 0.650037 0.648898 0.665843 ab
ps1_-4390710569523375988cleaned.txt 0.290364 0.290362 0.294735 c
ps1_-4408760152404859952cleaned.txt 0.536478 0.536480 0.248367 ab
ps1_-4408777744590904389cleaned.txt 0.579397 0.579403 0.365724 ab
ps1_-4408795336776955569cleaned.txt 0.604809 0.604825 0.275424 ab
ps1_-4408971258637518722cleaned.txt 0.550604 0.550617 1.876880 ab
ps1_-4418312709427018866cleaned.txt 0.361016 0.565811 0.241251 c
ps1_-4426827327472547388cleaned.txt 0.277776 0.396671 0.270140 c
ps1_-4426897696216740264cleaned.txt 0.574252 0.574251 0.340319 ab
ps1_-4444929686912262137cleaned.txt 0.530292 0.529525 0.264269 ab
ps1_-4444947279098323684cleaned.txt 0.647530 0.647512 2.072629 ab
ps1_-4462891308863599046cleaned.txt 0.598635 0.598626 1.338818 ab
ps1_-4462944085421744017cleaned.txt 0.527611 0.527486 0.336143 ab
ps1_-4463067230723737015cleaned.txt 0.610647 0.610662 1.423211 ab
ps1_-4481046444861459482cleaned.txt 0.528064 0.528037 1.794037 ab
ps1_-4481046444861473733cleaned.txt 0.542761 0.542782 1.597168 ab
ps1_-4481064037047169906cleaned.txt 0.550370 0.550446 3.801945 ab
ps1_-4498920105882544232cleaned.txt 0.649472 0.649468 0.649480 ab
ps1_-4499008066812793679cleaned.txt 0.512230 0.512229 0.256144 ab
ps1_-4499025658998514906cleaned.txt 0.328556 0.504683 0.328550 c
ps1_-4516899320019829598cleaned.txt 0.610574 0.610581 0.610593 ab
ps1_-4534913718529300511cleaned.txt 0.360331 0.594943 0.356695 c
ps1_-4535107232575530598cleaned.txt 0.630829 0.596668 0.716935 ab
ps1_-4535160009133853646cleaned.txt 0.531060 0.531061 0.351301 ab
ps1_-4571100845222918193cleaned.txt 0.632882 0.632874 0.758611 ab
ps1_-4571223990524888604cleaned.txt 0.329514 0.329513 0.451924 c
ps1_-4607059273497683985cleaned.txt 0.455696 0.455699 0.255356 ab
ps1_-4607323156288243470cleaned.txt 0.605596 0.605583 3.581190 ab
ps1_-4616277578984805242cleaned.txt 0.554514 0.554521 0.800074 ab
ps1_-4625302370425647517cleaned.txt 0.497101 0.497094 0.823976 ab
ps1_-4625355146983094150cleaned.txt 0.419937 0.714901 0.234792 c
ps1_-4643140847074794548cleaned.txt 0.581710 0.581682 2.886759 ab
ps1_-4643176031446326164cleaned.txt 0.366553 0.275594 0.275782 c
ps1_-4661419128374820988cleaned.txt 0.557745 0.557761 0.503765 ab
ps1_-4670232813583007984cleaned.txt 0.641875 0.641895 0.565580 ab
ps1_-4679204828465842353cleaned.txt 0.525050 0.525086 0.402668 ab
ps1_-4679345565954025700cleaned.txt 0.376571 0.550656 0.604997 c
ps1_-4679451119070347698cleaned.txt 0.487085 0.487114 0.863037 ab
ps1_-4697307187904867007cleaned.txt 0.564472 0.564462 0.278408 ab
ps1_-4697447925393888996cleaned.txt 0.551130 0.551162 0.985161 ab
ps1_-4697465517579796596cleaned.txt 0.636686 0.636790 0.329653 ab
ps1_-4715409547345050882cleaned.txt 0.331314 0.596134 0.308133 c
ps1_-4715479916089413130cleaned.txt 0.334870 0.334875 0.334870 c
ps1_-4733441538040573109cleaned.txt 0.308417 0.249403 0.308418 c
ps1_-4733529498970843304cleaned.txt 0.642996 0.642997 0.256723 ab
ps1_-4733529498970980856cleaned.txt 0.577246 0.577215 4.753458 ab
ps1_-4751350383433596814cleaned.txt 0.643397 0.643406 0.822022 ab
ps1_-4751367975619438317cleaned.txt 0.499722 0.499727 0.515691 ab
ps1_-4751455936549975697cleaned.txt 0.470048 0.470045 0.925212 ab
ps1_-4769523111617827276cleaned.txt 0.404288 0.573869 0.610068 c
ps1_-4769558295989942127cleaned.txt 0.356359 0.356342 0.295669 c
ps1_-4787449549196820671cleaned.txt 0.418756 0.543375 0.596826 c
ps1_-4787502325755204223cleaned.txt 0.582127 0.582144 1.662035 ab
ps1_-4787519917941248634cleaned.txt 0.477095 0.477094 0.252676 ab
ps1_-4787537510127307336cleaned.txt 0.480346 0.480356 0.863149 ab
ps1_-4805481539892368613cleaned.txt 0.508644 0.508666 0.341962 ab
ps1_-4823548714960024895cleaned.txt 0.375607 0.375624 0.272860 c
ps1_-4823654268076425594cleaned.txt 0.286805 0.751491 0.406257 c
ps1_-4823671860262118616cleaned.txt 0.266455 0.266757 0.274844 c
ps1_-4841598297841775660cleaned.txt 0.561861 0.561859 1.931511 ab
ps1_-4859577511978723664cleaned.txt 0.606209 0.606217 4.055594 ab
ps1_-4877750240162691371cleaned.txt 0.645405 0.645418 0.487895 ab
ps1_-4877750240162691654cleaned.txt 0.487099 0.678481 2.316867 ab
ps1_-4877803016721209360cleaned.txt 0.353141 0.326018 0.371074 c
ps1_-4895641493369491542cleaned.txt 0.489794 0.489792 0.633610 ab
ps1_-4895676677741908325cleaned.txt 0.536987 0.536987 0.458804 ab
ps1_-4913585523134951612cleaned.txt 0.569477 0.569482 0.619900 ab
ps1_-4913761444995688361cleaned.txt 0.699131 0.699125 1.049671 ab
ps1_-4913814221554035227cleaned.txt 0.471168 0.471167 0.872610 ab
ps1_-4949667096712039805cleaned.txt 0.659162 0.659154 0.865743 ab
ps1_-4958128938199906355cleaned.txt 0.466193 0.466185 0.386101 ab
ps1_-4967822232710394386cleaned.txt 0.574298 0.574307 0.451680 ab
