psf_inst_mag_sig filterid mjd_obs ucalmag
0.00792335999999993 g 55476.5164490329 17.6592726707458
0.00814990000000004 g 55476.5177312079 17.6532788276672
0.00810357000000006 g 55476.5280693153 17.6810231208801
0.00839962999999999 g 55476.5293673468 17.7232451438904
0.00657232000000008 g 55500.3254202461 17.4797949790955
0.00675015999999995 g 55500.3366993358 17.5316529273987
0.00737034999999997 g 55859.3249015923 17.5888724327087
0.00757753999999999 g 55859.3371884609 17.6258301734924
0.00525087999999996 r 55096.585727828 17.3481979370117
0.00533089999999992 r 55096.5941461399 17.4170322418213
0.00892694000000005 r 55467.4609967116 17.6269598007202
0.00917450000000009 r 55467.4622029099 17.6626844406128
0.0078682699999999 r 55467.4724628938 17.6684722900391
0.00848239999999989 r 55467.4736714899 17.6778993606567
0.00652899000000007 r 55863.3558689682 17.3018074035645
0.00632793000000009 r 55863.3668863368 17.3144302368164
0.00892154999999994 i 55174.2812216788 17.5346171855927
0.00882136 i 55174.2826624363 17.5382974147797
0.00884587000000003 i 55466.438707081 17.5433754920959
0.00894660000000003 i 55466.4503501193 17.5011839866638
0.00907476000000007 i 55522.407465918 17.6220545768738
0.00903399999999999 i 55522.4187762131 17.6113467216492
0.0109189000000001 z 55413.5689695025 17.3952548503876
0.0112719999999999 z 55413.5774350995 17.4439342021942
0.0109839 z 55779.6250462822 17.5232379436493
0.0118319 z 55779.6289237708 17.5086410045624
0.0116461000000001 z 55918.2146777413 17.4798619747162
0.0120286000000001 z 55918.2267667394 17.4378697872162
0.0251972 y 55414.6026877483 17.4191710948944
0.0275506000000001 y 55414.6061499599 17.400937795639
0.0254285999999999 y 55414.6093945885 17.4194152355194
0.0244462999999999 y 55414.6128214304 17.4797856807709
0.0315278999999999 y 55584.2393371645 17.5871570110321
0.0297023999999999 y 55584.2505518045 17.4886243343353
0.0297076999999999 y 55917.1970926891 17.4024541378021
0.0274943999999999 y 55917.203509145 17.4782321453094
