psf_inst_mag_sig filterid mjd_obs ucalmag
0.0277938 g 55391.4260334812 19.5522513389587
0.0285279000000001 g 55391.4378574815 19.4983077049255
0.0244158999999999 g 55795.3356797203 19.5127968788147
0.0265674 g 55795.3462396301 19.5307536125183
0.0254011000000001 r 55427.3291139189 19.2342386245728
0.0251874999999999 r 55427.3405107153 19.2906169891357
0.0167512000000001 r 55794.3262072113 19.2356586456299
0.0218739000000001 r 55795.4244784002 19.2634773254395
0.0199940000000001 r 55795.4492594266 19.236044883728
0.0181119999999999 r 55858.2187197604 19.1555671691895
0.0189165 r 55858.2300739102 19.1261405944824
0.0257366999999999 r 56146.3505367989 19.1540584564209
0.0256723999999999 r 56146.3602059624 19.1380996704102
0.0223712 r 56151.367587131 19.2352619171143
0.0194774 r 56151.3773622416 19.2507629394531
0.0236970000000001 i 55027.4487377616 19.0100431442261
0.0211021 i 55027.4600082459 18.9952201843262
0.0172673999999999 i 55794.3620694404 19.1156163215637
0.0211465 i 55794.3741826103 19.0469851493835
0.0315224999999999 i 55848.2875812669 19.163544178009
0.0404426 z 55333.6109692296 19.0314080715179
0.041604 z 55333.6174219968 19.0145375728607
0.0371501000000001 z 55479.2144921306 18.951643705368
0.0321803000000001 z 55479.2261149055 18.9602353572845
0.0426580999999999 z 55504.1938384702 18.9207284450531
0.0399501 z 56067.5773278802 19.0500247478485
0.0417413 z 56067.5892329191 18.9878900051117
0.106846 y 55342.5927769677 19.0998284816742
0.108163 y 55699.5731366688 19.1056931018829
