psf_inst_mag_sig filterid mjd_obs ucalmag
0.00373855000000001 g 55427.5053308495 16.1741909980774
0.00380706999999991 g 55427.5165168974 16.2145075798035
0.00343932999999996 g 55799.3535808395 16.0427117347717
0.00350117000000005 g 55799.3637249099 16.084086894989
0.00348556000000011 g 56149.4028346771 16.1342778205872
0.00349200000000005 g 56149.4135195128 16.1306471824646
0.00384001999999994 g 56160.4623240526 16.3536477088928
0.0031569600000001 r 55427.4616668513 15.9389629364014
0.00311006999999996 r 55799.3754868374 15.9816608428955
0.00311865999999994 r 55799.3851743619 15.9882078170776
0.00326307999999997 r 56146.3583685923 15.9813194274902
0.00328057000000004 r 56146.3680007332 16.0010242462158
0.00299003000000009 i 55426.3730497239 15.9316649436951
0.00294171999999993 i 55426.3848595932 15.9140667915344
0.0034469399999999 i 55455.2946747338 16.1850867271423
0.00345707000000006 i 55455.3063253993 16.1806998252869
0.00317641999999996 i 55808.3679246378 16.0102753639221
0.00326194000000002 i 56166.3412468714 15.9451823234558
0.00332701999999996 i 56166.3528882149 15.957115650177
0.00517589000000007 z 55371.5136475456 16.1402509212494
0.00623979999999991 z 55521.2024199235 16.1542518138885
0.00571549000000005 z 55875.2012496609 16.1602170467377
0.00589050000000002 z 55875.2065140066 16.1537072658539
0.0053829700000001 z 56084.5867492192 15.9724662303925
0.00523195999999992 z 56084.5889551435 15.9410684108734
0.00522417999999991 z 56084.5984674049 15.937709569931
0.00507419999999992 z 56084.600660684 15.9172389507294
0.0088955799999999 y 55347.6001793104 16.0292413234711
0.00876514999999989 y 55347.6068007768 16.0108258724213
0.0125633000000001 y 55568.2053674726 16.149852514267
0.00911095999999989 y 55727.5832239644 16.079313993454
0.00934889000000005 y 55727.5886048241 16.0840833187103
0.00995341999999999 y 55847.2812014907 15.9970967769623
0.00962649000000004 y 55847.2921159189 15.9661405086517
0.0109854 y 55875.1894858861 16.1399314403534
0.010424 y 55875.1947568835 16.1537864208221
