psf_inst_mag_sig filterid mjd_obs ucalmag
0.00260765000000007 g 55391.4260334812 15.5240607261658
0.00255515000000006 g 55391.4378574815 15.5186610221863
0.00291660000000005 g 55795.3342032745 15.6804490089417
0.00291979999999992 g 55795.3447645278 15.6934456825256
0.00234632999999995 g 56151.3885676604 15.2625794410706
0.00240064000000006 g 56151.4004296409 15.3097338676453
0.00225502 g 56160.3575113374 15.3483176231384
0.00231603999999996 g 56160.3689194782 15.4022583961487
0.00248047000000007 r 55427.3405107153 15.3603982925415
0.00223426999999998 r 55795.4232745188 15.3016033172607
0.00211442000000006 r 55795.4480490354 15.1604604721069
0.00204925999999994 r 56151.367587131 15.0770921707153
0.00209008000000011 r 56151.3773622416 15.1042938232422
0.00202331999999994 i 55027.4487377616 15.2693319320679
0.00192678000000002 i 55027.4600082459 15.2089862823486
0.00213993000000001 i 55442.2648564694 15.2199969291687
0.00220170000000008 i 55442.2759874845 15.1839957237244
0.00227018000000001 i 55848.2875812669 15.2491536140442
0.00345871000000009 z 55479.2261149055 15.2405316829681
0.00350876000000011 z 55504.206022026 15.2760264873505
0.00335988000000009 z 55863.2118338985 15.2386252880096
0.00343140999999991 z 55863.2226532758 15.2612016201019
0.0053686799999999 y 55846.2537580371 15.1432406902313
0.00544568000000001 y 55846.2646395675 15.1306178569794
