psf_inst_mag_sig filterid mjd_obs ucalmag
0.00884053000000007 g 55476.5293673468 17.7227463722229
0.00770205000000002 g 55863.3802625122 17.667172908783
0.00774698000000007 g 55863.3918768149 17.6325058937073
0.00898251000000005 g 56211.4230981688 17.9045901298523
0.00909140999999991 g 56211.4356101527 17.8415541648865
0.00822750999999999 r 55467.4622029099 17.4949636459351
0.00747955 r 55467.4736714899 17.5157260894775
0.00755400000000006 r 55863.3564655807 17.5144777297974
0.00712822000000002 r 55863.3674825924 17.4944505691528
0.00718068999999999 r 56207.4969618191 17.5647211074829
0.00737698000000009 r 56207.5085604866 17.5506858825684
0.0085620099999999 i 55466.438707081 17.5260615348816
0.00911762000000005 i 55466.4503501193 17.5675578117371
0.00759255000000003 i 56207.5226298091 17.4972386360168
0.00760263000000005 i 56224.3444148864 17.5565810203552
0.0077956400000001 i 56233.4239586423 17.6168351173401
0.00819604000000007 i 56233.4369234686 17.6080098152161
0.0110853 z 55413.5689695025 17.4181077480316
0.0113544000000001 z 55413.5774350995 17.4562633037567
0.0144599999999999 z 55577.235111848 17.4512612819672
0.0131976 z 55577.2460908662 17.4273507595062
0.0165097000000001 z 55781.6203429 17.5428102016449
0.0159511999999999 z 55781.6274947356 17.5640637874603
0.0133297999999999 z 55912.2007409782 17.3836495876312
0.0119096999999999 z 55912.2124430821 17.4293229579926
0.0154608000000001 z 56143.5822038242 17.6196296215057
0.0142944 z 56143.5927583676 17.6207768917084
0.0254124 y 55759.5830015516 17.4802491664886
0.0395546 y 55918.1910087703 17.499892950058
0.0289801000000001 y 55918.1968769799 17.4748427867889
