psf_inst_mag_sig filterid mjd_obs ucalmag
0.00185768000000008 g 55478.286429313 14.7116618156433
0.00189379999999995 g 55478.2982103042 14.7777714729309
0.00230963000000006 g 55853.3358946805 15.1590123176575
0.00173588999999996 g 55859.3190844975 14.621178150177
0.00180833000000002 g 55859.3313701311 14.7239899635315
0.00158382999999995 g 56206.3172298389 14.3862643241882
0.00171183000000008 g 56206.3365910183 14.530092716217
0.00184827999999992 r 55103.4115646626 15.1638994216919
0.00224799000000009 r 55104.4492320977 15.4300298690796
0.00244485000000005 r 55452.4876975431 15.3854742050171
0.00247855999999991 r 55452.499554337 15.3876295089722
0.00193609000000006 r 55478.3109224397 14.8791952133179
0.00191585999999999 r 55478.3221588092 14.8964176177979
0.00219378999999997 r 55853.3617786667 15.1173582077026
0.0022148500000001 r 55853.373447868 15.150279045105
0.00161285000000011 r 56205.3813782521 14.4248466491699
0.00226368999999993 i 55452.4612859162 15.3276028633118
0.00226681000000006 i 55452.4727307376 15.3359694480896
0.00213142999999993 i 56205.4653570486 14.9865155220032
0.00212082000000002 i 56205.4774378921 15.0229287147522
0.00323540000000011 z 55501.2251654413 15.1283376216888
0.00320944000000001 z 55501.2371508886 15.1533401012421
0.00348655000000009 z 55555.3146501258 15.2045838832855
0.00311346999999995 z 55768.6196537409 15.1281583309174
0.00340439000000003 z 55918.2045918908 15.2613847255707
0.00345492000000003 z 55918.2166940517 15.2652566432953
0.00626768000000011 y 55557.2729676339 15.290139913559
0.00631487999999991 y 55557.2839575154 15.295432806015
0.0060386400000001 y 55757.5914094271 15.3162801265717
0.00598677000000003 y 55757.60258389 15.3689057826996
0.00736146999999998 y 55912.1893163059 15.3021552562714
0.00649835999999993 y 55912.1947096585 15.2870662212372
0.00738705999999989 y 56141.5128480129 15.362851858139
0.00623357999999996 y 56141.5241994319 15.1331174373627
