psf_inst_mag_sig filterid mjd_obs ucalmag
0.00295287000000011 g 55029.5492894198 16.0287427902222
0.00303910000000007 g 55029.558058678 16.0420274734497
0.00292116000000009 g 55391.4247115973 15.6980757713318
0.0029996000000001 g 55391.4365667645 15.7384266853333
0.00224965999999993 g 55795.3433732545 15.1188054084778
0.00300057999999992 g 56151.3879359307 15.7329716682434
0.00295971000000006 g 56151.3997987323 15.7517695426941
0.00245004000000004 g 56160.3554946779 15.3511338233948
0.0024099099999999 g 56160.3568800601 15.3640627861023
0.00244205999999991 g 56160.3682758155 15.4214262962341
0.00278468999999992 r 55029.5018068138 15.7066400051117
0.00280691000000011 r 55029.511619357 15.7122066020966
0.00287723999999989 r 55427.3259493475 15.7094688415527
0.00287448999999995 r 55427.3373199152 15.7119264602661
0.00223608000000008 r 55795.4220744479 15.2563953399658
0.0022781300000001 r 55795.4468190219 15.2935552597046
0.00210515999999994 r 55858.217501767 15.0766716003418
0.0020356800000001 r 55858.2288567295 14.9947452545166
0.00247876999999996 r 56151.3669849634 15.4338312149048
0.00245221999999989 r 56151.3767623264 15.451057434082
0.00195447000000004 i 55028.5211835803 15.2776718139648
0.0019853299999999 i 55028.5321468002 15.2865209579468
0.00239604999999998 i 56144.3644595259 15.3072209358215
0.00427163000000008 z 55479.2124830123 15.6699922084808
0.0042254100000001 z 55479.2239615935 15.6337802410126
0.00367884000000007 z 56067.5753760589 15.3815762996674
0.00361802 z 56067.5872828642 15.3863017559052
0.00659692000000001 y 55342.5721073401 15.3644959926605
0.00653323000000006 y 55342.5847487849 15.3457410335541
