psf_inst_mag_sig filterid mjd_obs ucalmag
0.00275117000000002 g 55476.3268685393 15.7054409980774
0.00261048999999991 g 55476.3387996239 15.6502280235291
0.00670455000000003 g 56154.5326448496 17.0988955497742
0.00553402999999997 g 56155.4436190339 17.0089297294617
0.00567464000000006 g 56155.4442529372 17.023407459259
0.00529343000000004 r 55437.5484272957 16.4745473861694
0.00509866000000003 r 55437.559531775 16.592080116272
0.00516381999999993 r 55467.3776889284 16.7151508331299
0.00388896000000005 r 55467.3887029534 16.3729476928711
0.00482250999999989 r 55793.4837123304 16.776556968689
0.00474109 r 55793.4941211166 16.7727584838867
0.00378388000000007 r 56149.5355717439 16.2794485092163
0.00393269000000007 r 56149.5460437833 16.3317632675171
0.00437694999999994 i 55437.5276895069 16.4548954963684
0.00499270000000007 i 55437.5385140087 16.5187191963196
0.00493684000000005 i 55465.4401351735 16.7098107337952
0.00517129999999999 i 55465.4525876985 16.7508950233459
0.00457619000000009 i 55793.5060586519 16.6893334388733
0.00463030000000009 i 55793.5176551716 16.6959633827209
0.00329346000000008 i 56148.5260638365 16.0560297966003
0.00502175000000005 z 55877.2033690834 16.0122773647308
0.00510614000000009 z 55877.2087394348 16.0268790721893
