psf_inst_mag_sig filterid mjd_obs ucalmag
0.0100784 g 55446.4319315286 17.9948992729187
0.0118370999999999 g 55446.4586062132 18.1225266456604
0.0134491999999999 g 55476.3335872643 18.6313614845276
0.00849677000000004 g 55796.4647122743 17.9990677833557
0.00883249000000008 g 55796.475735514 18.0307068824768
0.0129577999999999 g 55804.4823900508 18.5318245887756
0.0121864 g 55804.4935774967 18.4288105964661
0.0118388 g 56206.3295546399 18.5325436592102
0.00984290999999993 r 55793.4879921269 18.0621490478516
0.0100644999999999 r 55793.4983956208 18.0986261367798
0.00911083999999995 r 55796.5332294619 17.9502725601196
0.0092638599999999 r 55796.5435912814 17.9790735244751
0.00975999000000005 r 56205.374285238 17.9173927307129
0.0100042 r 56205.3856838722 17.9537515640259
0.0113144000000001 i 55465.4479143751 18.0625519752502
0.0121762999999999 i 55465.4599006874 18.0595841407776
0.00978933999999998 i 55793.5106946942 18.0109171867371
0.0101521 i 55793.5222711566 18.0246024131775
0.00929164999999998 i 55808.5416221409 18.0113205909729
0.00948642 i 55808.553098388 18.0172095298767
0.00911214000000005 i 56205.4700822759 17.9770894050598
0.00935748000000003 i 56205.4822112421 18.0219445228577
0.0268520000000001 z 55555.2836077664 18.1494071483612
0.0178252000000001 z 55743.6062913615 18.1104228496552
0.0223800999999999 z 55743.6172813099 18.1186892986298
0.0166603999999999 z 55887.2667698757 17.87415766716
0.0191865 z 55887.2779620425 17.9241149425507
0.0343967999999999 y 55561.2489784045 17.9060370922089
0.0355152999999999 y 55561.2588843084 18.0542924404144
0.0439923 y 55754.5932647456 17.8919055461884
0.0468322999999999 y 55754.6021327469 17.9343602657318
0.0432539000000001 y 55878.3255793956 18.1352670192719
0.0501818000000001 y 55878.3372561572 18.2460544109344
