psf_inst_mag_sig filterid mjd_obs ucalmag
0.00546691999999993 g 55479.4982734668 17.0694146156311
0.00606851999999991 g 55508.3361673463 17.2018218040466
0.00573061000000008 g 55508.3472900768 17.119884967804
0.0064389600000001 g 55863.3827944476 17.1637978553772
0.0066864499999999 g 55863.394417196 17.2213578224182
0.00631324000000011 g 56211.4250008906 17.2196021080017
0.00650480000000009 g 56211.4375098744 17.267306804657
0.00551074000000007 r 55534.3867665315 17.0952558517456
0.00586102999999993 r 55534.3987280205 17.1210403442383
0.00618276999999989 r 55863.358967194 17.0755271911621
0.00649072999999989 r 55863.3699704978 17.1211853027344
0.00611833000000006 r 56207.4981609006 17.2248058319092
0.00625469000000001 r 56207.5097590104 17.1829166412354
0.00326153000000007 i 55174.3047975773 17.023401260376
0.00329128999999995 i 55174.3078249515 16.9763851165771
0.00588637999999997 i 55484.4070071951 17.245129108429
0.00591469999999994 i 55484.4177456987 17.2408576011658
0.00670440000000005 i 55851.5034124153 17.239640712738
0.00702647999999995 i 55851.515561775 17.2653756141663
0.00625659000000001 i 56207.5239479467 17.1866431236267
0.00617164000000003 i 56207.5366796618 17.1468901634216
0.0058336699999999 i 56233.42947176 17.0741248130798
0.00576806000000007 i 56233.4424417769 16.9985756874084
0.00834610000000002 z 55427.6274027964 17.078446149826
0.00947564999999995 z 55427.6345044109 17.0449950695038
0.0106116999999999 z 55577.2361997589 17.0939910411835
0.0127883 z 55781.6290431521 17.0879609584808
0.012399 z 55912.2192551921 17.0900866985321
0.0102825 z 56143.5855891024 17.1209552288055
0.00919607 z 56143.5961612478 17.0688664913177
0.0173441000000001 y 55416.6140510799 17.1240336894989
0.0168804 y 55416.6249591662 17.0703017711639
0.0212532999999999 y 55759.5779111586 17.1285932064056
0.0265146000000001 y 55759.5849362971 17.1426837444305
0.0167853 y 55933.2718212105 17.0670049190521
0.0169245 y 55933.2776783431 17.0921838283539
0.0188002 y 56143.6210295712 17.0542857646942
0.0187857 y 56143.6324522143 17.0809018611908
