psf_inst_mag_sig filterid mjd_obs ucalmag
0.0318265 g 55500.3241364088 20.0013852119446
0.0342638 g 55500.3353590605 20.055953502655
0.0355198000000001 g 55853.3562706523 20.0262675285339
0.0235677999999999 g 55859.3255357314 19.56831407547
0.0206271 g 55859.3378236722 19.3407320976257
0.0321051999999999 g 56211.4209911894 20.0316662788391
0.0347966 g 56211.4335163067 19.9907469749451
0.0284811 r 55102.5226860694 19.7706861495972
0.0305903000000001 r 55853.368987164 19.7586231231689
0.0310444999999999 r 55853.3806695099 19.7942609786987
0.0354833999999999 r 56207.4951586039 19.8260478973389
0.0359225999999999 r 56207.5067610237 19.8177061080933
0.0390147000000001 i 55466.4354013648 19.6083827018738
0.0468014000000001 i 55466.4467991026 19.6453013420105
0.0402191999999999 i 55522.4174473333 19.5550303459167
0.0343602000000001 i 55850.4452235675 19.6894993782043
0.0325586 i 55850.4458882595 19.7264657020569
0.0397076999999999 i 55850.4581297872 19.6905131340027
0.0379837999999999 i 55850.4587877509 19.7732577323914
0.0369493000000001 i 56207.5206593364 19.6807551383972
0.0356206000000001 i 56224.3377940161 19.7522101402283
0.0666468 z 55413.5647643619 19.7903935909271
0.0712265999999999 z 55413.5744002373 19.805406332016
0.0773486000000001 z 55577.2311184135 19.5820291042328
0.0682811999999999 z 55577.2316190201 19.555668592453
0.0693406000000001 z 55577.2420382068 19.5512311458588
0.0656095000000001 z 55577.2425366313 19.5621955394745
0.0495361000000001 z 55779.6226141178 19.5550944805145
0.0455184 z 55779.6231003067 19.5628125667572
0.0492412 z 55779.626504322 19.5278451442719
0.0464764 z 55779.6269871603 19.5080916881561
0.0611774 z 55918.2151580378 19.71546626091
0.0696182000000001 z 55918.2272513284 19.789163351059
0.14801 y 55584.2471622224 19.5030615329742
0.124492 y 55758.6156920054 19.4494931697845
0.155836 y 55917.2039923327 19.5117995738983
0.155208 y 56142.5580323837 19.4145147800446
