psf_inst_mag_sig filterid mjd_obs ucalmag
0.0031892 g 55391.4253689921 15.8720841407776
0.00318470999999998 g 55391.4372103593 15.8601861000061
0.00328579000000007 g 55795.3447645278 15.963445186615
0.00290532999999993 g 56160.3575113374 15.6842188835144
0.00243726 r 55427.3391988369 15.3292093276978
0.00245958000000002 r 55794.3140062867 15.6533155441284
0.00263693999999992 r 55794.3146021814 15.6425943374634
0.00245618000000003 r 55794.3250082261 15.6452302932739
0.00260331000000003 r 55794.3256073854 15.6313571929932
0.00253301000000006 r 55795.4232745188 15.5141878128052
0.00210587000000007 r 55795.4480490354 15.1178455352783
0.00239121000000009 r 55858.2181150494 15.3648767471313
0.00243937000000005 r 55858.2294572443 15.3998937606812
0.00248021000000009 r 56151.3687913585 15.5623579025269
0.00247818999999994 r 56151.3792450809 15.5997104644775
0.00234456999999999 i 55442.2655165758 15.4187054634094
0.00233159999999999 i 55442.2766526219 15.4238238334656
0.00232268000000002 i 55794.3607293475 15.5197215080261
0.00246944000000004 i 55794.3613852652 15.5265984535217
0.0023821100000001 i 55794.3728502225 15.5243363380432
0.00246816999999999 i 55794.3735233545 15.5266823768616
0.00267195000000009 i 55848.2882483285 15.5257258415222
0.00302907999999991 z 55863.2118338985 15.0293729305267
0.0031077100000001 z 55863.2226532758 15.0575416088104
0.00665632000000005 y 55846.2537580371 15.5019967556
0.00694700999999998 y 55846.2646395675 15.5210378170013
