51075.305116 r 19.300 0.014
51075.305949 i 19.165 0.019
51075.306783 u 19.711 0.033
51075.307616 z 19.243 0.073
51075.308449 g 19.531 0.014
52196.305626 r 18.947 0.011
52196.306459 i 18.841 0.013
52196.307293 u 19.253 0.027
52196.308126 z 18.828 0.043
52196.308959 g 19.037 0.010
52197.318734 r 18.941 0.011
52197.319567 i 18.846 0.013
52197.320401 u 19.243 0.026
52197.321234 z 18.892 0.044
52197.322067 g 19.060 0.010
52225.168924 r 18.915 0.011
52225.169757 i 18.835 0.014
#52225.170591 u -99.000 0.024
52225.171424 z 18.946 0.049
52225.172257 g 18.988 0.010
52231.204707 r 18.883 0.011
52231.205540 i 18.839 0.012
#52231.206374 u -99.000 0.024
52231.207207 z 18.874 0.037
52231.208040 g 19.000 0.010
52253.190879 r 18.949 0.015
52253.191712 i 18.820 0.016
52253.192546 u 19.174 0.036
#52253.193379 z -99.000 0.064
52253.194212 g 18.998 0.012
52557.312709 r 18.893 0.011
52557.313542 i 18.806 0.014
52557.314376 u 19.243 0.029
52557.315209 z 18.889 0.050
52557.316042 g 19.034 0.010
52578.208794 r 18.884 0.010
52578.209627 i 18.826 0.013
52578.210461 u 19.164 0.026
52578.211294 z 18.880 0.042
52578.212127 g 19.024 0.009
52908.287276 r 18.894 0.013
52908.288109 i 18.794 0.016
#52908.288943 u -99.000 0.029
52908.289776 z 18.819 0.049
52908.290609 g 19.015 0.012
52911.301062 r 18.910 0.012
52911.301895 i 18.836 0.015
52911.302729 u 19.112 0.027
52911.303562 z 18.777 0.052
52911.304395 g 19.009 0.011
52930.178436 r 18.922 0.012
52930.179269 i 18.780 0.014
52930.180103 u 19.228 0.031
52930.180936 z 18.946 0.055
52930.181769 g 19.014 0.010
52934.219177 r 18.885 0.012
52934.220010 i 18.841 0.016
52934.220844 u 19.191 0.031
52934.221677 z 18.932 0.055
52934.222510 g 19.032 0.010
52936.215104 r 18.923 0.010
52936.215937 i 18.828 0.012
52936.216771 u 19.226 0.026
52936.217604 z 18.913 0.040
52936.218437 g 19.029 0.010
52962.140625 r 18.991 0.012
52962.141458 i 18.893 0.014
52962.142292 u 19.276 0.026
52962.143125 z 18.899 0.045
52962.143958 g 19.117 0.011
53270.279180 r 19.072 0.022
53270.280014 i 18.993 0.022
53270.280847 u 19.418 0.029
53270.281680 z 19.036 0.037
53270.282514 g 19.258 0.015
53272.329108 r 19.073 0.014
53272.329941 i 18.963 0.015
53272.330775 u 19.422 0.036
53272.331608 z 19.043 0.047
53272.332441 g 19.260 0.014
53286.297825 r 19.085 0.014
53286.298658 i 18.986 0.016
#53286.299492 u -99.000 0.046
53286.300325 z 19.033 0.050
53286.301158 g 19.248 0.013
53288.256317 r 19.079 0.012
53288.257150 i 18.960 0.014
53288.257984 u 19.393 0.034
53288.258817 z 19.025 0.047
53288.259650 g 19.234 0.011
53294.303991 r 19.067 0.013
53294.304824 i 18.939 0.017
53294.305658 u 19.411 0.034
53294.306491 z 18.965 0.048
53294.307324 g 19.247 0.012
53302.251986 r 19.053 0.017
53302.252819 i 19.039 0.019
53302.253653 u 19.466 0.050
53302.254486 z 19.053 0.051
53302.255319 g 19.217 0.019
53312.207513 r 19.080 0.021
53312.208346 i 18.944 0.024
53312.209180 u 19.384 0.035
53312.210013 z 18.994 0.061
53312.210846 g 19.204 0.019
53314.208714 r 19.065 0.012
53314.209547 i 18.936 0.015
53314.210381 u 19.333 0.031
53314.211214 z 19.182 0.093
53314.212047 g 19.188 0.011
#53616.313078 r -99.000 0.042
53616.313911 i 18.973 0.040
#53616.314745 u -99.000 0.111
#53616.315578 z -99.000 0.550
#53616.316411 g -99.000 0.034
53623.303290 r 19.051 0.013
53623.304123 i 18.927 0.021
53623.304957 u 19.392 0.039
53623.305790 z 18.883 0.046
53623.306623 g 19.195 0.012
53626.289502 r 19.033 0.013
53626.290335 i 18.899 0.015
53626.291169 u 19.429 0.037
53626.292002 z 19.005 0.051
53626.292835 g 19.214 0.013
53628.274367 r 19.033 0.017
53628.275200 i 18.902 0.018
53628.276034 u 19.391 0.055
53628.276867 z 18.958 0.053
53628.277700 g 19.230 0.022
53637.275984 r 19.010 0.016
53637.276817 i 18.922 0.020
53637.277651 u 19.238 0.043
53637.278484 z 18.900 0.069
53637.279317 g 19.185 0.017
53639.321360 r 19.052 0.012
53639.322193 i 18.925 0.014
53639.323027 u 19.311 0.033
53639.323860 z 18.976 0.043
53639.324693 g 19.205 0.012
53644.268452 r 19.037 0.027
53644.269285 i 18.983 0.025
53644.270118 u 19.347 0.028
53644.270952 z 18.979 0.043
53644.271785 g 19.201 0.016
53654.303053 r 19.015 0.017
53654.303886 i 18.916 0.020
53654.304720 u 19.363 0.033
53654.305553 z 18.888 0.049
53654.306386 g 19.187 0.015
53663.263957 r 19.066 0.015
53663.264790 i 18.928 0.014
#53663.265624 u -99.000 0.043
53663.266457 z 19.003 0.040
53663.267290 g 19.205 0.016
53666.334051 r 19.074 0.015
53666.334884 i 18.942 0.016
53666.335718 u 19.451 0.058
53666.336551 z 19.133 0.062
53666.337384 g 19.217 0.018
53668.253556 r 19.052 0.015
53668.254389 i 18.962 0.020
53668.255223 u 19.397 0.040
#53668.256056 z -99.000 0.080
53668.256889 g 19.206 0.013
53670.258409 r 19.044 0.012
53670.259242 i 18.926 0.014
53670.260076 u 19.456 0.033
53670.260909 z 19.010 0.051
53670.261742 g 19.195 0.011
53673.226393 r 19.046 0.012
53673.227226 i 18.952 0.014
53673.228060 u 19.387 0.030
53673.228893 z 18.997 0.043
53673.229726 g 19.188 0.011
53675.223282 r 19.020 0.013
53675.224115 i 18.956 0.016
53675.224949 u 19.457 0.032
53675.225782 z 18.979 0.049
53675.226615 g 19.216 0.011
53677.244313 r 19.041 0.011
53677.245146 i 18.924 0.013
53677.245980 u 19.406 0.030
53677.246813 z 18.923 0.036
53677.247646 g 19.213 0.011
53680.230980 r 19.033 0.012
53680.231813 i 18.937 0.014
53680.232647 u 19.382 0.033
53680.233480 z 18.994 0.044
53680.234313 g 19.219 0.011
53693.232877 r 19.042 0.016
53693.233710 i 18.924 0.016
53693.234544 u 19.349 0.053
53693.235377 z 18.945 0.048
53693.236210 g 19.202 0.019
53698.230267 r 19.035 0.025
#53698.231100 i -99.000 0.057
53698.231934 u 19.366 0.036
53698.232767 z 18.992 0.061
#53698.233600 g -99.000 0.019
53704.216200 r 19.055 0.013
53704.217033 i 18.923 0.016
53704.217867 u 19.429 0.035
53704.218700 z 18.933 0.050
53704.219533 g 19.166 0.011
53974.308856 r 19.129 0.014
53974.309690 i 18.999 0.016
53974.310523 u 19.588 0.038
53974.311356 z 19.072 0.041
53974.312190 g 19.318 0.015
53989.312247 r 19.126 0.023
53989.313080 i 19.043 0.025
#53989.313913 u -99.000 0.068
53989.314747 z 19.028 0.049
53989.315580 g 19.407 0.027
53997.407928 r 19.128 0.020
#53997.408762 i -99.000 0.020
#53997.409595 u -99.000 0.036
#53997.410428 z -99.000 0.049
#53997.411262 g -99.000 0.023
54000.287681 r 19.164 0.019
54000.288514 i 18.980 0.020
54000.289347 u 19.535 0.035
54000.290181 z 18.972 0.048
54000.291014 g 19.382 0.018
54006.234467 r 19.151 0.025
#54006.235301 i -99.000 0.029
#54006.236134 u -99.000 0.118
#54006.236967 z -99.000 0.051
#54006.237801 g -99.000 0.020
54007.337877 r 19.118 0.016
54007.338711 i 19.003 0.023
54007.339544 u 19.611 0.033
54007.340377 z 18.948 0.040
54007.341211 g 19.339 0.022
54009.261588 r 19.125 0.019
54009.262422 i 18.998 0.018
54009.263255 u 19.503 0.031
54009.264088 z 19.125 0.046
54009.264922 g 19.352 0.020
54011.326126 r 19.105 0.024
54011.326959 i 19.031 0.019
54011.327793 u 19.504 0.035
54011.328626 z 19.046 0.043
54011.329459 g 19.323 0.019
54019.276317 r 19.129 0.016
54019.277150 i 19.024 0.018
54019.277983 u 19.422 0.038
54019.278817 z 19.036 0.053
54019.279650 g 19.286 0.023
54025.325118 r 19.132 0.015
54025.325952 i 19.002 0.019
54025.326785 u 19.469 0.036
54025.327618 z 19.119 0.061
54025.328452 g 19.281 0.027
54029.255480 r 19.119 0.084
54029.256313 i 18.933 0.028
54029.257147 u 19.430 0.054
54029.257980 z 18.993 0.073
54029.258813 g 19.279 0.016
54348.322893 r 18.921 0.021
54348.323726 i 18.852 0.028
54348.324559 u 19.223 0.028
54348.325393 z 18.903 0.044
54348.326226 g 19.026 0.020
54358.278739 r 18.927 0.019
54358.279573 i 18.852 0.019
54358.280406 u 19.133 0.030
54358.281239 z 18.834 0.052
#54358.282073 g -99.000 0.029
54359.272680 r 18.964 0.023
54359.273514 i 18.832 0.031
54359.274347 u 19.175 0.046
54359.275180 z 19.121 0.119
54359.276014 g 19.057 0.023
54365.311730 r 18.937 0.018
54365.312563 i 18.888 0.016
54365.313397 u 19.206 0.028
54365.314230 z 18.946 0.039
54365.315063 g 19.045 0.020
54381.331290 r 18.940 0.019
54381.332124 i 18.804 0.017
54381.332957 u 19.194 0.028
54381.333790 z 18.893 0.041
54381.334624 g 19.008 0.020
54386.323646 r 18.928 0.019
54386.324479 i 18.882 0.020
54386.325313 u 19.266 0.037
54386.326146 z 18.925 0.043
54386.326979 g 19.034 0.020
54388.327868 r 18.943 0.016
54388.328701 i 18.842 0.016
54388.329534 u 19.212 0.029
54388.330368 z 18.889 0.038
54388.331201 g 19.039 0.016
54403.241661 r 18.909 0.028
54403.242495 i 18.864 0.026
54403.243328 u 19.220 0.050
54403.244161 z 18.845 0.059
54403.244995 g 18.989 0.020
54404.299216 r 18.961 0.013
54404.300050 i 18.850 0.019
54404.300883 u 19.117 0.033
54404.301716 z 18.981 0.044
54404.302550 g 19.060 0.016
54405.297276 r 18.926 0.018
54405.298109 i 18.851 0.016
54405.298942 u 19.174 0.032
54405.299776 z 18.932 0.042
54405.300609 g 19.037 0.018
54406.235515 r 18.941 0.014
54406.236348 i 18.877 0.017
#54406.237181 u -99.000 0.022
54406.238015 z 18.883 0.040
54406.238848 g 19.057 0.034
54412.238413 r 18.931 0.015
54412.239246 i 18.859 0.022
54412.240079 u 19.168 0.034
54412.240913 z 18.842 0.058
54412.241746 g 19.059 0.020
