52936.059130 r 18.290 0.008
52936.059963 i 17.745 0.008
52936.060797 u 21.912 0.204
52936.061630 z 17.406 0.016
52936.062463 g 19.468 0.012
53270.123192 r 18.351 0.009
53270.124026 i 17.804 0.008
53270.124859 u 21.465 0.169
53270.125692 z 17.468 0.019
53270.126526 g 19.547 0.018
53288.100345 r 18.431 0.008
53288.101178 i 17.892 0.008
53288.102012 u 22.197 0.309
53288.102845 z 17.557 0.019
53288.103678 g 19.638 0.014
53302.096013 r 18.380 0.010
53302.096846 i 17.838 0.008
53302.097680 u 21.396 0.255
53302.098513 z 17.497 0.017
53302.099346 g 19.555 0.021
53623.147325 r 18.408 0.009
53623.148158 i 17.840 0.008
53623.148992 u 21.705 0.211
53623.149825 z 17.473 0.018
53623.150658 g 19.631 0.017
53626.133537 r 18.397 0.011
53626.134370 i 17.832 0.008
#53626.135204 u 23.692 1.531
53626.136037 z 17.477 0.017
53626.136870 g 19.604 0.023
53628.118402 r 18.372 0.013
53628.119235 i 17.779 0.010
#53628.120069 u 22.843 1.453
53628.120902 z 17.482 0.022
53628.121735 g 19.521 0.034
53637.120013 r 18.325 0.008
53637.120846 i 17.790 0.008
53637.121680 u 21.559 0.210
53637.122513 z 17.425 0.020
53637.123346 g 19.504 0.014
53649.107083 r 18.416 0.009
53649.107916 i 17.871 0.008
#53649.108750 u -99.000 0.554
53649.109583 z 17.415 0.020
#53649.110416 g -99.000 0.014
53656.094675 r 18.324 0.012
53656.095508 i 17.746 0.009
53656.096342 u 21.732 0.524
53656.097175 z 17.437 0.021
53656.098008 g 19.493 0.030
#53665.085954 r -99.000 0.045
#53665.086787 i -99.000 0.045
53665.087621 u 21.107 0.519
53665.088454 z 17.384 0.054
#53665.089287 g -99.000 0.035
53668.097586 r 18.532 0.011
53668.098419 i 17.915 0.010
53668.099253 u 22.282 0.479
53668.100086 z 17.602 0.026
53668.100919 g 19.632 0.017
53670.102440 r 18.795 0.012
#53670.103273 i -99.000 0.011
53670.104107 u 22.473 0.511
53670.104940 z 17.905 0.031
53670.105773 g 20.198 0.021
53673.070421 r 18.407 0.009
53673.071254 i 17.814 0.008
53673.072088 u 21.725 0.185
53673.072921 z 17.462 0.017
53673.073754 g 19.582 0.013
53675.067310 r 18.322 0.008
53675.068143 i 17.773 0.007
53675.068977 u 21.909 0.270
53675.069810 z 17.425 0.018
53675.070643 g 19.516 0.013
53677.088343 r 18.327 0.008
53677.089176 i 17.773 0.008
53677.090010 u 22.241 0.312
